date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/8/10,13:16:19,22.9024331,120.2729142,15.034,53,-14,25,-47,-5,-1006,-41.58683777,-21.49511719,-15.0343008,0.006364709,1.413269997,0.03349857,41,170
2020/8/10,13:16:22,22.9024465,120.2729987,15.186,19,208,-131,42,-45,-971,-40.08986282,-12.8315773,-15.18665695,0.095733993,1.435323238,0.025927318,41,170
2020/8/10,13:16:25,22.9024592,120.2730839,15.228,-11,73,86,55,-43,-1011,-38.67730331,-4.093332291,-15.22860146,0.069253609,1.510278225,0.069956109,41,170
2020/8/10,13:16:28,22.9024708,120.2731636,15.026,196,196,-497,1,-64,-1071,-37.38842392,4.07926178,-15.02666187,0.045273907,1.155159235,-0.067137703,41,170
2020/8/10,13:16:31,22.902515,120.2731813,14.873,30,103,-28,76,51,-964,-32.47029114,5.886131287,-14.87341595,-0.004952169,-0.244759843,-0.061823383,41,170
2020/8/10,13:16:34,22.9025921,120.2731618,14.883,0,57,0,47,47,-983,-23.88512802,3.892719269,-14.88396835,0.045303497,-0.088607751,-0.021804528,41,170
2020/8/10,13:16:37,22.9026664,120.2731496,14.699,-113,-73,-19,-10,61,-987,-15.6176939,2.640815735,-14.69980812,0.034658715,-0.239011735,-0.066610925,41,170
2020/8/10,13:16:40,22.9027391,120.2731323,14.686,-44,-36,22,98,33,-956,-7.524270058,0.86350441,-14.68635845,0.036804557,-0.160073504,-0.021939762,41,170
2020/8/10,13:16:43,22.9027986,120.2731217,14.551,60,-59,-5,43,18,-902,-0.897697449,-0.224683762,-14.55185699,0.16355525,-0.101749487,-0.029085977,41,170
2020/8/10,13:16:46,22.9028033,120.2731206,10.54,-381,101,-140,44,25,-1069,-0.372348785,-0.338228226,-10.54063702,0.024295699,-0.125312999,0.012334935,41,170
2020/8/10,13:16:49,22.9028042,120.2731212,8.841,-123,-96,-30,66,129,-1009,-0.27360487,-0.27368927,-8.841360092,0.060367975,-0.100085013,-0.042582646,41,170
2020/8/10,13:16:52,22.902804,120.2731209,7.321,117,45,-59,1,37,-953,-0.300485134,-0.298364639,-7.321440697,0.027816489,-0.004628487,-0.043247111,41,170
2020/8/10,13:16:55,22.9028032,120.2731175,5.368,24,19,60,12,22,-994,-0.386043549,-0.646823883,-5.368626595,0.04529297,-0.129716486,0.031992331,41,170
2020/8/10,13:16:58,22.9028055,120.2731203,4.067,-93,31,-44,31,13,-1006,-0.123847485,-0.365262985,-4.067278385,0.059041232,-0.132115349,0.010569482,41,170
2020/8/10,13:17:01,22.902805,120.2731204,2.634,4,-25,-28,43,43,-1009,-0.183698654,-0.351518631,-2.634027958,0.066452518,-0.136506215,0.033136383,41,170
2020/8/10,13:17:04,22.9028041,120.2731207,1.022,8,27,-6,68,9,-991,-0.288167,-0.318664551,-1.022090912,0.066531368,-0.154255465,0.017290853,41,170
2020/8/10,13:17:07,22.9028041,120.2731204,0.138,13,2,-1,75,36,-998,-0.288871765,-0.356357574,-0.138161898,0.061070669,-0.124523588,-0.029804377,41,170
