date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/8/10,13:12:45,22.902803,120.2731058,0.043,0,0,0,55,8,-1000,0.094562531,0.146425247,-0.04391472,0.052814025,-1.630993485,0.003898714,41,170
2020/8/10,13:12:48,22.9028036,120.2731081,0.098,0,2,84,57,2,-997,0.162978649,0.389612198,-0.098082334,0.051628046,-1.631791353,0.002958869,41,170
2020/8/10,13:12:51,22.9028041,120.2731093,3.01,-90,39,114,38,99,-993,0.218760014,0.502664566,-3.010179043,0.001164256,-2.031405449,-0.009742743,41,170
2020/8/10,13:12:54,22.9028037,120.2731095,10.076,-25,-15,75,51,34,-937,0.200547218,0.524311066,-9.454845428,-0.022573825,-1.834964991,-0.023127012,41,170
2020/8/10,13:12:57,22.9028037,120.2731076,14.492,-6,-29,-227,-70,48,-996,0.175457001,0.333784103,-14.49276924,-0.128674671,-1.812220216,-0.037739754,41,170
2020/8/10,13:13:00,22.9027971,120.2730523,15.206,82,-14,37,-81,3,-949,-0.560739517,-5.337863922,-15.20630455,-0.087526999,-1.792894483,-0.048197024,41,170
2020/8/10,13:13:03,22.9027872,120.2729733,15.261,-37,-70,11,-90,115,-968,-1.665822029,-13.44099808,-15.2615633,-0.107823014,-1.749071836,-0.060232908,41,170
2020/8/10,13:13:06,22.9027785,120.2728857,15.141,15,31,-28,-93,127,-970,-2.632581711,-22.41721344,-15.14195824,-0.06870538,-1.726966977,-0.087157503,41,170
2020/8/10,13:13:09,22.9027624,120.272806,15.283,134,104,-182,-73,61,-988,-4.428632736,-30.59847641,-15.28302765,-0.084439404,-2.258675098,-0.113584071,41,170
2020/8/10,13:13:12,22.9027047,120.2727499,15.204,-17,35,-34,-103,39,-983,-10.84927845,-36.34970856,-15.20455456,-0.068960406,-2.451536655,-0.009333873,41,170
2020/8/10,13:13:15,22.902641,120.2726986,15.13,121,-85,70,-72,55,-995,-17.93915558,-41.60228729,-15.13027096,-0.082989432,-2.470194101,0.005849928,41,170
2020/8/10,13:13:18,22.902596,120.2726848,14.815,33,48,-995,30,-4,-1026,-22.94731522,-43.01686859,-14.81513405,-0.080170199,2.037439346,-0.076139443,41,170
2020/8/10,13:13:21,22.902572,120.2727443,14.847,-24,-58,-3,-88,-50,-1048,-25.62482071,-36.92529297,-14.84776783,-0.050750371,2.091542721,0.064977862,41,170
2020/8/10,13:13:24,22.9025385,120.2728129,15.147,134,-21,45,-116,-100,-1002,-29.3470726,-29.88237381,-15.14771557,-0.063115545,2.107168674,0.064691573,41,170
2020/8/10,13:13:27,22.9025051,120.2728521,15.424,-176,159,116,-176,4,-1061,-33.06523132,-25.86624908,-15.42414951,-0.235578299,-2.735629082,0.070655093,41,170
2020/8/10,13:13:30,22.9024479,120.2728165,15.235,43,-93,-4,-105,-6,-1011,-39.42953873,-29.51734543,-15.23509789,-0.128895715,-2.560050726,0.016129918,41,170
